ID,SCORE,RANK
100093066.0,0.27155665,9304.0
100313000.0,0.6080072,1632.0
100330875.0,0.36530584,6816.0
100346385.0,0.2711836,9312.0
100443164.0,0.52263916,3145.0
100665488.0,0.2247988,10625.0
100715275.0,0.8094735,49.0
100934653.0,0.26304713,9534.0
101261740.0,0.54172003,2777.0
101289399.0,0.17577602,11710.0
101322268.0,0.26412758,9509.0
101481847.0,0.39432383,6099.0
101510035.0,0.5014815,3540.0
101560417.0,0.20019531,11255.0
101606088.0,0.31741476,8023.0
101613482.0,0.4493218,4696.0
101632869.0,0.15074971,12005.0
101700904.0,0.2756131,9185.0
101777929.0,0.17691627,11685.0
101843330.0,0.19344929,11404.0
101904094.0,0.44134763,4909.0
102248065.0,0.4261023,5246.0
102320387.0,0.32768786,7732.0
102406404.0,0.52581894,3098.0
102457778.0,0.22157113,10706.0
102728454.0,0.6448552,1101.0
102745076.0,0.51456743,3308.0
103080043.0,0.6536789,990.0
103095050.0,0.42078507,5391.0
103154040.0,0.31245637,8131.0
103221498.0,0.5072263,3440.0
103311970.0,0.71339643,458.0
103575822.0,0.3220654,7884.0
103583429.0,0.3297121,7682.0
103630217.0,0.49056858,3757.0
103647495.0,0.4045049,5830.0
103653343.0,0.42992443,5148.0
103711964.0,0.76012135,201.0
103785908.0,0.5251639,3110.0
103814787.0,0.22862072,10527.0
103999673.0,0.5030012,3511.0
104076560.0,0.25478318,9756.0
104099043.0,0.31896234,7985.0
104172598.0,0.5207204,3192.0
104210458.0,0.42754382,5209.0
104241098.0,0.6117555,1577.0
104250888.0,0.4035701,5853.0
104263840.0,0.26884174,9385.0
104274086.0,0.3072567,8266.0
104313283.0,0.24305402,10101.0
104526629.0,0.2248581,10622.0
104717568.0,0.7062548,523.0
104722504.0,0.52709216,3075.0
104727666.0,0.68464756,685.0
104793076.0,0.67732364,749.0
104833127.0,0.64934605,1049.0
104941800.0,0.17297553,11756.0
104950346.0,0.20844845,11040.0
105063188.0,0.505424,3469.0
105172820.0,0.49883708,3601.0
105189533.0,0.36093464,6918.0
105261240.0,0.62388307,1408.0
105295743.0,0.38398597,6362.0
105421958.0,0.3661292,6798.0
105422057.0,0.47768548,4023.0
105431331.0,0.44225854,4887.0
105456098.0,0.28542808,8887.0
105654202.0,0.47114503,4185.0
105695617.0,0.49713698,3636.0
105722688.0,0.23283404,10401.0
105745614.0,0.14494103,12043.0
105793097.0,0.34190926,7416.0
105828696.0,0.55049986,2620.0
105905967.0,0.36810088,6757.0
105909150.0,0.6370582,1211.0
106130904.0,0.495433,3669.0
106192406.0,0.54508185,2712.0
106247962.0,0.22032243,10745.0
106267604.0,0.39589122,6050.0
106442457.0,0.6896261,646.0
106506088.0,0.24993898,9891.0
106623174.0,0.37121803,6684.0
106627571.0,0.6150664,1532.0
106761315.0,0.2464277,10001.0
106859694.0,0.3427095,7388.0
106883652.0,0.20212664,11205.0
106979625.0,0.59957045,1765.0
106990262.0,0.36319152,6867.0
107013182.0,0.40969262,5701.0
107101461.0,0.65475875,974.0
107200075.0,0.4810769,3950.0
107333156.0,0.440812,4917.0
107495445.0,0.2370522,10263.0
107595849.0,0.506442,3454.0
107645870.0,0.35851204,6981.0
107652186.0,0.38715634,6289.0
108001538.0,0.492433,3728.0
108238798.0,0.3922615,6157.0
108271987.0,0.37063345,6702.0
108294436.0,0.23260553,10408.0
108449609.0,0.39545164,6069.0
108640788.0,0.50278306,3513.0
108660300.0,0.36604217,6802.0
108661622.0,0.2183991,10798.0
108676621.0,0.6833536,698.0
108709980.0,0.5430544,2741.0
108725704.0,0.23573263,10314.0
108871809.0,0.5492409,2645.0
108984029.0,0.33115503,7653.0
109038593.0,0.32929805,7692.0
109074813.0,0.37286347,6643.0
109128138.0,0.4258717,5250.0
109210457.0,0.36066288,6929.0
109249641.0,0.3234359,7843.0
109260008.0,0.46320134,4372.0
109270030.0,0.49963948,3579.0
109319866.0,0.5598929,2457.0
109333922.0,0.29328957,8639.0
109445366.0,0.57525635,2206.0
109621414.0,0.23485833,10337.0
109773116.0,0.3513486,7160.0
109818882.0,0.7723182,150.0
109948733.0,0.25051865,9875.0
109998927.0,0.41475338,5585.0
110221105.0,0.30473167,8347.0
110258484.0,0.4244232,5291.0
110418359.0,0.74787354,260.0
110489508.0,0.5359557,2889.0
110493374.0,0.294008,8621.0
110540943.0,0.7108627,482.0
110570792.0,0.34474754,7343.0
110664334.0,0.7140034,453.0
110679784.0,0.43758428,4987.0
110724562.0,0.59895694,1777.0
110741403.0,0.5258886,3096.0
110853273.0,0.2635645,9521.0
110888383.0,0.4656082,4304.0
110913434.0,0.35517734,7065.0
110919594.0,0.41448575,5597.0
111032214.0,0.25235444,9824.0
111137681.0,0.3779966,6514.0
111290409.0,0.27710587,9142.0
111351758.0,0.59767944,1801.0
111406615.0,0.6032673,1693.0
111445806.0,0.55239606,2583.0
111467843.0,0.39372498,6115.0
111540821.0,0.25231495,9826.0
111711967.0,0.44814703,4729.0
111777778.0,0.19372156,11400.0
111825797.0,0.4081773,5731.0
112011557.0,0.32323325,7849.0
112043076.0,0.4517807,4638.0
112071733.0,0.39689535,6024.0
112082393.0,0.35067093,7178.0
112158211.0,0.2338778,10360.0
112209329.0,0.374221,6611.0
112281269.0,0.30457056,8351.0
112341312.0,0.4113392,5664.0
112354892.0,0.44068712,4919.0
112379900.0,0.3910433,6187.0
112408192.0,0.81593615,34.0
112570996.0,0.28298166,8962.0
112692151.0,0.6642112,885.0
112842427.0,0.16484483,11860.0
112848032.0,0.28719366,8828.0
113000198.0,0.6756459,767.0
113000609.0,0.2454425,10025.0
113026643.0,0.44599327,4795.0
113103101.0,0.6645416,883.0
113130459.0,0.337321,7513.0
113157612.0,0.3226785,7868.0
113325067.0,0.61401194,1548.0
113358607.0,0.6534905,994.0
113474476.0,0.4623995,4390.0
113948101.0,0.45721486,4495.0
114047791.0,0.43437436,5051.0
114050341.0,0.1623757,11890.0
114128165.0,0.42014363,5415.0
114227060.0,0.25212333,9834.0
114232073.0,0.6106645,1591.0
114446541.0,0.5205618,3193.0
114692322.0,0.5528667,2574.0
114712432.0,0.17430033,11741.0
114893280.0,0.44892287,4704.0
114926446.0,0.29794857,8509.0
115041332.0,0.6069015,1650.0
115117099.0,0.29283267,8650.0
115167222.0,0.56045514,2452.0
115233703.0,0.3456112,7326.0
115270484.0,0.2713106,9307.0
115442335.0,0.56563544,2363.0
115448693.0,0.4730634,4135.0
115605728.0,0.51639843,3270.0
115973569.0,0.45565507,4533.0
116179953.0,0.76431286,184.0
116244814.0,0.44588783,4797.0
116447041.0,0.18753724,11519.0
116503287.0,0.2638686,9512.0
116512046.0,0.75357646,232.0
116585608.0,0.6389524,1181.0
116740096.0,0.33661896,7528.0
116942485.0,0.37450475,6599.0
116951599.0,0.65408623,983.0
116987169.0,0.29260728,8659.0
117032098.0,0.581364,2085.0
117134567.0,0.26318708,9529.0
117175855.0,0.34628296,7307.0
117325309.0,0.19844317,11304.0
117359902.0,0.69354093,616.0
117377228.0,0.5001085,3568.0
117393052.0,0.24423586,10063.0
117411616.0,0.5209679,3185.0
117669315.0,0.5208346,3188.0
117832148.0,0.41216817,5648.0
117890748.0,0.4056573,5802.0
117989441.0,0.67548573,769.0
118008159.0,0.35175097,7148.0
118023121.0,0.65848565,934.0
118108634.0,0.3651707,6821.0
118116448.0,0.32041937,7930.0
118142739.0,0.33773375,7507.0
118146340.0,0.39546633,6066.0
118183589.0,0.41766983,5493.0
118278315.0,0.6305451,1297.0
118280908.0,0.3078725,8246.0
118308473.0,0.53676313,2873.0
118398099.0,0.47819617,4014.0
118405230.0,0.22129917,10716.0
118492182.0,0.44313025,4858.0
118552915.0,0.61907727,1476.0
118751360.0,0.39718458,6020.0
118908094.0,0.23867355,10226.0
118955417.0,0.34720117,7273.0
119030673.0,0.2012725,11227.0
119186067.0,0.3401833,7457.0
119204669.0,0.5759669,2193.0
119210846.0,0.32158703,7894.0
119222687.0,0.58050853,2103.0
119245698.0,0.13323194,12106.0
119310235.0,0.49784616,3622.0
119348260.0,0.2809575,9027.0
119401531.0,0.34163418,7426.0
119513418.0,0.38941807,6217.0
119549184.0,0.62618554,1377.0
119635833.0,0.4813054,3944.0
119694977.0,0.7137008,454.0
119703306.0,0.5562479,2515.0
119719135.0,0.43173343,5105.0
119756774.0,0.16472466,11866.0
119815859.0,0.19639207,11344.0
119833259.0,0.42915198,5168.0
120019054.0,0.5103413,3396.0
120051580.0,0.64906657,1054.0
120109791.0,0.4201226,5416.0
120185123.0,0.20016776,11257.0
120191756.0,0.21085368,10987.0
120213233.0,0.19313604,11411.0
120347849.0,0.24283636,10109.0
120563469.0,0.41812426,5474.0
120674615.0,0.634553,1252.0
120769492.0,0.24215534,10125.0
120778679.0,0.44966358,4688.0
120875932.0,0.20707925,11078.0
120975175.0,0.47376594,4116.0
121046806.0,0.21914122,10785.0
121056400.0,0.38954598,6215.0
121318224.0,0.55308735,2567.0
121327940.0,0.19168405,11431.0
121377197.0,0.5993407,1767.0
121379020.0,0.13258372,12109.0
121441304.0,0.41282767,5634.0
121557772.0,0.25488117,9752.0
121724118.0,0.31854555,8001.0
121734790.0,0.42586237,5251.0
121765383.0,0.38815856,6255.0
121810331.0,0.61995584,1460.0
121854336.0,0.35473448,7074.0
121901562.0,0.41045055,5688.0
122059269.0,0.52804184,3065.0
122071412.0,0.35503277,7068.0
122215682.0,0.33094865,7659.0
122265685.0,0.44378397,4844.0
122293507.0,0.59210825,1902.0
122328576.0,0.42295027,5339.0
122359904.0,0.6356991,1233.0
122367696.0,0.4256227,5256.0
122534170.0,0.23203318,10426.0
122709689.0,0.8348664,11.0
122792565.0,0.16618288,11851.0
122934388.0,0.22591746,10593.0
123013278.0,0.24551226,10022.0
123128173.0,0.44021824,4932.0
123154954.0,0.4555176,4537.0
123285777.0,0.41559097,5555.0
123393706.0,0.41777486,5491.0
123504346.0,0.4412429,4912.0
123650699.0,0.40868473,5720.0
123650761.0,0.7560811,222.0
123705179.0,0.27971375,9056.0
123783515.0,0.36688587,6784.0
123800002.0,0.57687354,2173.0
123814117.0,0.35316083,7114.0
123903051.0,0.37989423,6460.0
124016302.0,0.344516,7347.0
124047245.0,0.6723877,806.0
124117372.0,0.2597043,9622.0
124280339.0,0.27177596,9300.0
124293452.0,0.47298637,4137.0
124301025.0,0.5882193,1969.0
124415595.0,0.35840446,6983.0
124459414.0,0.5947086,1848.0
124582373.0,0.2535749,9794.0
124582669.0,0.519913,3208.0
124742405.0,0.224525,10631.0
124804211.0,0.2847225,8904.0
124810500.0,0.18852258,11501.0
124812663.0,0.2331672,10393.0
124819496.0,0.45430365,4571.0
124829290.0,0.3934521,6125.0
124838021.0,0.37295613,6638.0
124867641.0,0.2052783,11115.0
124948998.0,0.2518782,9842.0
125033584.0,0.59909934,1774.0
125036600.0,0.1284364,12133.0
125044999.0,0.25961936,9624.0
125198867.0,0.253734,9788.0
125377548.0,0.63217014,1273.0
125695622.0,0.21526344,10882.0
125744705.0,0.1944533,11386.0
125838205.0,0.49012816,3763.0
125875722.0,0.2042878,11146.0
126067878.0,0.20103927,11235.0
126072142.0,0.23321979,10392.0
126079524.0,0.4536643,4585.0
126449142.0,0.69105095,632.0
126545273.0,0.5829688,2056.0
126577891.0,0.5755678,2199.0
126759700.0,0.59689003,1818.0
126802351.0,0.32342267,7844.0
126815585.0,0.6295371,1319.0
126854494.0,0.18661048,11537.0
127152850.0,0.25840798,9656.0
127175749.0,0.53104573,2991.0
127216859.0,0.37902942,6484.0
127326237.0,0.36135158,6907.0
127354177.0,0.22683989,10573.0
127359664.0,0.22684743,10572.0
127400550.0,0.48721263,3823.0
127423871.0,0.5142111,3315.0
127480645.0,0.19632868,11348.0
127501086.0,0.37201166,6665.0
127620842.0,0.27864718,9094.0
127699769.0,0.47495082,4089.0
127716126.0,0.3481599,7248.0
127723143.0,0.3364418,7533.0
127750776.0,0.602534,1708.0
127926174.0,0.43864754,4963.0
127969399.0,0.6398419,1163.0
128034025.0,0.35026813,7196.0
128201280.0,0.25725612,9687.0
128212288.0,0.17313552,11754.0
128282280.0,0.5511369,2607.0
128340895.0,0.22153318,10708.0
128382353.0,0.6386323,1188.0
128571694.0,0.35770586,7006.0
128581741.0,0.5350017,2911.0
128591544.0,0.62245405,1422.0
128593904.0,0.3074994,8257.0
128680903.0,0.4117054,5662.0
128707316.0,0.34701884,7277.0
128820537.0,0.11927168,12167.0
128839719.0,0.5856365,2012.0
128850119.0,0.72428936,392.0
128952374.0,0.34073386,7444.0
129124747.0,0.46133924,4419.0
129216975.0,0.5760776,2187.0
129290614.0,0.21846452,10795.0
129317543.0,0.663738,891.0
129344554.0,0.470721,4196.0
129396980.0,0.46093622,4430.0
129444166.0,0.32699642,7755.0
129500292.0,0.23694825,10271.0
129513866.0,0.72053486,417.0
129603725.0,0.77146083,155.0
129628969.0,0.23732427,10253.0
129758246.0,0.27564558,9183.0
129805640.0,0.35079092,7173.0
129857309.0,0.3425743,7397.0
129980967.0,0.23911902,10215.0
130021404.0,0.3356056,7544.0
130056455.0,0.21273687,10942.0
130146673.0,0.43405277,5056.0
130177121.0,0.5447682,2722.0
130199000.0,0.39440316,6097.0
130359859.0,0.5981912,1796.0
130405812.0,0.3119027,8138.0
130428843.0,0.76431286,185.0
130523332.0,0.0987117,12202.0
130609494.0,0.26783827,9411.0
130882790.0,0.23000179,10484.0
130921657.0,0.28352576,8945.0
130974305.0,0.5556315,2522.0
131092593.0,0.61664975,1508.0
131178624.0,0.41040766,5690.0
131295747.0,0.3757273,6569.0
131315270.0,0.30651823,8293.0
131330365.0,0.4415768,4903.0
131342539.0,0.3119506,8136.0
131348552.0,0.27430856,9219.0
131415000.0,0.62216264,1424.0
131624177.0,0.6143727,1544.0
131757514.0,0.44034392,4927.0
131893145.0,0.38337877,6381.0
131938106.0,0.154348,11960.0
131977484.0,0.5621793,2417.0
132015056.0,0.29493928,8593.0
132056585.0,0.27100375,9320.0
132058157.0,0.2710725,9316.0
132189180.0,0.73402023,333.0
132333389.0,0.6742821,787.0
132468748.0,0.21126714,10978.0
132523777.0,0.40813923,5732.0
132542308.0,0.7408337,293.0
132553766.0,0.6062242,1655.0
132665735.0,0.33549547,7548.0
132858867.0,0.23144391,10441.0
132886798.0,0.26924652,9370.0
132888336.0,0.42469516,5281.0
132938641.0,0.4068551,5762.0
132968970.0,0.3846175,6351.0
133252875.0,0.3504059,7189.0
133352101.0,0.65439457,979.0
133389376.0,0.6213486,1440.0
133399663.0,0.7427305,273.0
133409807.0,0.29138303,8694.0
133421981.0,0.25431028,9770.0
133543647.0,0.82558066,17.0
133615388.0,0.3164808,8040.0
133622451.0,0.39295483,6139.0
133683242.0,0.64489233,1099.0
133695508.0,0.6686166,837.0
133732356.0,0.57333493,2231.0
133793064.0,0.564835,2374.0
133815115.0,0.691003,634.0
134007151.0,0.4582941,4481.0
134272803.0,0.524204,3124.0
134287562.0,0.48085698,3957.0
134347633.0,0.31030518,8182.0
134373656.0,0.2899539,8730.0
134572290.0,0.45177764,4639.0
134606438.0,0.36677533,6790.0
134618380.0,0.6753075,771.0
134742139.0,0.3527095,7120.0
134762953.0,0.380674,6445.0
134773725.0,0.6462788,1084.0
134921992.0,0.49440953,3693.0
134931175.0,0.5389232,2825.0
134935270.0,0.59538215,1835.0
134962098.0,0.2292048,10509.0
134998107.0,0.53443575,2921.0
135006385.0,0.24232534,10118.0
135042071.0,0.57594657,2194.0
135074562.0,0.23243627,10412.0
135091170.0,0.14421616,12050.0
135233196.0,0.32297245,7861.0
135357961.0,0.39225188,6159.0
135370888.0,0.32714748,7747.0
135419798.0,0.6096124,1609.0
